"","Mandarin","English","Hindi","Spanish","Arabic","Malay","Russian","Bengali","Portuguese","French","Hausa","Punjabi","Japanese","German","Persian"
"Bolivia",0,0,0,14850432.51,0,0,0,0,0,0,0,0,0,0,0
"Honduras",0,0,0,13717449.9,0,0,0,0,0,0,0,0,0,0,0
"Paraguay",0,0,0,9160880,0,0,0,0,0,0,0,0,0,0,0
"El Salvador",0,0,0,6906030,0,0,0,0,0,0,0,0,0,0,0
"Nicaragua",0,0,0,8021900,0,0,0,0,0,0,0,0,0,0,0
"Costa Rica",0,0,0,5719286.72,0,0,0,0,0,0,0,0,0,0,0
"Panama",0,0,0,5722587.01,0,0,0,0,0,0,0,0,0,0,0
"Uruguay",0,0,0,3594302.92,0,0,0,0,0,3634.28,0,0,0,0,0
"Puerto Rico",0,1481745.96,0,3012273.68,0,0,0,0,0,0,0,0,0,0,0
"Switzerland",0,6168931.63,0,201270.2,0,0,0,0,0,0,0,0,0,6340011.3,0
"Belarus",0,0,0,0,0,0,5824178.1,0,0,0,0,0,0,0,0
"Indonesia",0,0,0,0,0,243529620,0,0,0,0,0,0,0,0,0
"Ukraine",0,0,0,0,0,0,10120385.04,0,0,34190.49,0,0,0,0,0
"Uzbekistan",0,0,0,0,0,0,5892716,0,0,0,0,0,0,0,0
"Angola",0,0,0,0,0,0,0,0,67352408.96,0,0,0,0,0,0
"Japan",0,0,0,0,0,0,0,0,0,0,0,0,102747180,0,0
"Afghanistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,53845840
"Iran, Islamic Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,53979846.48
"Nigeria",0,262775968.224,0,0,0,0,0,0,0,0,191638267.04,0,0,0,0
"Niger ",0,0,0,0,0,0,0,0,0,11785173.4,37168623.8,0,0,0,0
"Ghana",0,38617252.31,0,0,0,0,0,0,0,463175.44,29064258.86,0,0,0,0
"Tunisia",0,0,0,0,13782249.6,0,0,0,0,7594300.8,0,0,0,0,0
"Syrian Arab Republic",0,0,0,0,33481955.6,0,0,0,0,0,0,0,0,0,0
"Sudan",0,0,0,0,65531508,0,0,0,0,0,0,0,0,0,0
"Libya",0,0,0,0,5877417.6,0,0,0,0,0,0,0,0,0,0
"United Arab Emirates",0,0,0,0,5540372,0,0,0,0,138509.3,0,0,0,0,0
"Bahrain",0,0,0,0,1226361.3,0,0,0,0,0,0,0,0,0,0
"Saudi Arabia",0,0,0,0,25863353.6,0,0,0,0,0,0,0,0,0,0
"Oman",0,0,0,0,4151564.5,0,0,0,0,0,0,0,0,0,0
"Kuwait",0,0,0,0,3613192.6,0,0,0,0,0,0,0,0,0,0
"Mauritania",0,0,0,0,9306810.1,0,0,0,0,0,0,0,0,0,0
"Lebanon",0,2147200,0,0,3811280,0,0,0,0,2039840,0,0,0,0,0
"Jordan",0,6913489.5,0,0,10293417.7,0,0,0,0,0,0,0,0,0,0
"Algeria",0,4222136.1,0,0,36189738,0,0,0,0,19904355.9,0,0,0,0,0
"Palestine",0,0,0,0,4122096,0,0,0,0,0,0,0,0,0,0
"Yemen",0,4693535.1,0,0,28682714.5,0,0,0,0,0,0,0,0,0,0
"Mali",0,0,0,0,0,0,0,0,0,9036117.1,0,0,0,0,0
"Guinea",0,0,0,0,0,0,0,0,0,7626748.8,0,0,0,0,0
"Haiti",0,0,0,0,0,0,0,0,0,5997742.8,0,0,0,0,0
"Benin",0,0,0,0,0,0,0,0,0,9944585,0,0,0,0,0
"Burkina Faso",0,0,0,0,0,0,0,0,0,11391160,0,0,0,0,0
"Congo-Brazzaville",0,0,0,0,0,0,0,0,0,8053694.4,0,0,0,0,0
"Congo-Kinshasa",0,0,0,0,0,0,0,0,0,112399950.1,0,0,0,0,0
"Cote de Ivore",0,0,0,0,0,0,0,0,0,20995227.8,0,0,0,0,0
"Senegal",0,0,0,0,0,0,0,0,0,11746940.1,0,0,0,0,0
"Togo",0,0,0,0,0,0,0,0,0,6907765.8,0,0,0,0,0
"Somalia",0,0,0,0,13766966.7,0,0,0,0,0,0,0,0,0,0
"Qatar",0,0,0,0,3946930,0,0,0,0,0,0,0,0,0,0
