"Data Source","World Development Indicators",

"Last Updated Date","2018-01-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Egypt, Arab Rep.","EGY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","1091087811.2713","1062378588.38765","990933215.39142","1038551401.86916","1201694915.25424","1440592815.87541","1561591430.75746","1676835573.94002","1842597271.34917","3357573239.14398","4721613108.28584","4542204766.63357","4858796526.9251","5497270921.77077","8772857428.57143","9821666805.55556","11422973243.2432","10731527586.2069","10250291268.9173","10973984089.4431","11115067008.6902","9183348830.68288","9222152081.69678","12322089153.8898","12826827653.862","14109376716.0161","13233865636.4241","12938946228.1467","14015606242.497","14561091340.4508","16661751695.665","17718160377.3585","19528023598.8201","21812278630.4604","21144205249.189","22779979451.0495","21801850843.767","19916531416.6473","20219675452.3606","23330246462.2833","29245707243.1424","33931336894.6736","45443397218.0372","62909090909.0909","59712047581.0546","58196067048.8354","58264626400.6747","67928934856.9522","67399869698.7559","69282077027.8993","72069373919.4359","65506371747.3343","",
"Euro area","EMU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","42210966768.5177","46509057788.7466","51208939760.3894","59072981320.953","66475064897.3376","71235677028.1831","79915041849.556","84417682912.9729","92261099703.8768","109543170876.475","125221942525.448","140191896618.304","169868644588.101","234436069085.758","318067814162.387","334412762954.546","378423724609.905","428237666260.728","502135862647.708","654003849472.312","794067333305.544","712716566324.924","679289109792.948","644516835063.731","645229150233.978","666874086480.449","807313173457.503","995383035538.7","1119208080902.59","1210745487846.99","1494758965802.29","1546167920434.12","1665314585609.44","1447623147400.01","1611430155386.46","1967662027846.64","2001220095327.11","1962828546978.19","2082050098099.69","2135996793604.63","2224802682373.52","2217796513741.21","2297163389006.06","2793965095154.26","3343551518783.94","3671963220531.24","4165059516649.02","4904264364716","5497420805835.18","4322026812138.96","4765904355291.32","5522270855958.8","5188596887270.23","5360803944916.98","5529917337463.9","4834832468986","4926884355479.77","",
"Eritrea","ERI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214474287.085724","334544480.991356","440568181.818182","479375000","606037723.976277","589008180.669176","597114875.236012","597465839.118809","411183688.311688","460868367.301826","472665759.195312","587987181.057653","663164475.067996","603478679.585369","464617886.178862","379414634.146341","360673606.504065","435274751.219512","494229450.406504","603784852.03252","","","","","","",
"Spain","ESP","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","833136311.915058","1189957607.49029","1633079903.89791","2056286550.59836","2429704294.8789","3254542781.7677","3893500155.76512","3760819358.16915","3966047696.32078","4731368827.75013","5584919182.31519","5975692694.61078","8144948226.76676","11570563677.8983","17918337467.5512","19085788985.5072","20650048744.0935","20972103833.5159","22127555772.5694","30179158403.5697","40002154560.2228","38540617048.1168","38132871270.6346","35202582714.6172","34660785448.1474","35985561937.3777","42891188903.4098","58982195256.7039","72658897157.5489","85773218411.806","106178798889.977","113249015372.298","124250577604.421","100536621649.889","112634184573.345","140353616226.314","148775778274.005","150343181818.182","164633032631.696","179452375878.969","188276211534.918","189119463087.248","201006964050.442","250872460496.614","310530171343.432","343332918791.195","389321289675.072","468932384341.637","497722279185.587","357142261739.372","384020844369.414","434009480619.754","390533854381.217","394421268650.536","416976493978.163","367366170682.816","370303088508.284","",
"Estonia","EST","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2728886213.28394","3259065307.73798","3295550118.01731","3431489400.44219","4158018485.12173","4721056068.5282","4274527576.66099","3688783285.72745","4078346074.6576","4815880757.27607","6478792682.92683","8368425093.1677","9945822285.78535","12490803788.7342","16026245688.4752","17111285044.6756","10974921505.9739","13394545945.0422","18723922752.2458","19457984714.9055","20484623001.1554","20912288874.7335","16835841649.4499","17531783456.1737","",
"Ethiopia","ETH","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10079844913.1514","13699443639.5248","13812126941.5528","16182860468.0423","19528123370.3345","20107326730.7975","",
"European Union","EUU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","67992031491.3954","72045854394.4724","77557497661.8394","86775194693.8897","98146841737.2944","104363835283.616","114191930251.792","120954473593.584","130188941500.082","150211562033.304","171353471656.095","190496202365.234","228166203290.364","313877939288.694","427312371850.336","446752634198.621","499384342500.548","561873287115.525","654804617472.388","855240223977.5","1026657930443.85","924263756032.79","884887071842.838","845239029647.311","853184806767.049","884324709949.928","1064724111319.95","1311624307945.94","1487900932011.92","1600233729254.26","1936188927818.31","1968782743188.98","2115782055716.13","1872263709435.37","2089232332481.33","2542108300033.64","2620360079698.38","2614797070394.43","2772559971812.66","2843236763959.11","2976660928705.11","2970441723035.81","3111281665157.05","3747316697141.83","4496029214766.96","4965032300098.32","5672635006361.11","6645085250912.27","7411150023838.61","5779137827074.61","6403943041685.6","7401892374178.72","7021973690064.28","7248359602310.49","7515793122077.08","6613385192512.61","6675231662769.99","",
"Fragile and conflict affected situations","FCS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53700319281.6549","58327309761.8409","64945033885.9188","65097471988.0046","63016201153.6191","60938369149.7236","63066495396.7806","62902882498.1672","71176726534.6772","83646979211.2477","107188280834.306","129010355426.008","136458356033.77","157113013432.826","198705562276.471","201711876715.197","230774840034.48","232180172735.961","284120247813.624","335313355922.183","338504095713.981","299786870434.787","284636330819.229","",
"Finland","FIN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","1161879537.3761","1266154793.56422","1359290844.07117","1336393601.16152","1646434389.93369","1807643813.28067","1899849594.91853","1854024152.40695","1785111623.07048","2243649054.87256","2901994620.61155","3116110542.76783","3558591482.64984","4849296250.19449","7338853316.52749","8310974624.21206","8192029543.00662","8555407997.63907","8979061371.84116","12688139215.387","17233025183.2961","15896941306.1449","15153570988.035","14637062339.8804","14340126632.3704","15264773599.386","17894675111.4239","22422561882.8622","26449182658.1379","29576001108.4938","33514227958.3269","28389942655.4918","27792673214.7598","23895076506.7139","29329538986.9095","37987472766.8845","38849339891.2762","38637040430.6494","39579439252.3364","38720434689.9638","41311958724.8941","39489932885.906","42151326933.9356","52641083521.4447","63757139309.6598","74357666956.8462","84481244511.3537","100057486996.989","117565548557.199","86164212281.1892","92707063090.1223","109498053437.164","105055469878.684","107180529621.917","104006638154.909","85931603074.1405","86961222600.0988","",
"Fiji","FJI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","44830625.86576","47726986.5256265","47726986.5256265","62964362.1710112","70142299.4585065","79712882.5085002","72219426.2707599","76837001.1189855","86568189.6255582","98124428.179323","113493064.312736","142640009.353443","174745516.238488","250314782.170738","303624627.606753","298576469.156832","294753369.722624","335840527.577938","390292985.356637","517051693.191337","633985574.572127","709805991.106951","592664199.9142","550737561.455261","517088583.040828","510575502.773925","509312295.877836","495216657.287563","567713067.188702","713813793.568395","897899925.720845","837286527.514231","841184298.070526","972240238.68206","1085171777.88402","1159496551.23373","1252975130.0506","1223730691.97202","965975437.890074","1192881803.41186","1183312975.66476","1140911886.14601","1177923087.47542","1580546471.14675","1920600115.40681","1957994086.33944","2107268253.23475","2097309383.34472","2592345799.08389","1715044945.5438","2006568315.69619","2460852107.96342","2549025085.20029","2911100249.80993","2840256437.42715","2424628146.45309","2409485845.22843","",
"France","FRA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","7874771893.32456","8433174749.89666","9246854519.62353","10665733809.0798","12384789420.9009","12845806484.0531","14652769102.452","15654898773.4924","17479359120.8384","20830196886.8352","22840439352.7814","25680123120.6345","32141742522.7568","44500589275.1915","61875340971.0857","64246596297.996","75251297459.7105","83474190960.1498","96984011627.907","124406413814.369","157541136293.077","143897404948.702","139145623315.7","126746707978.311","125451474893.042","130676011096.51","157688228051.899","192757830404.889","213703336636.934","228607855233.395","275634260932.418","274227415416.812","288900867410.161","252204076905.258","280512759924.386","335921934551.189","340833440184.639","326302539896.606","350645986213.031","352761559769.87","370654136723.789","366598657718.121","380721814417.467","453180586907.449","537140551278.868","590215147369.73","651268347760.632","756838215165.617","851828035740.442","686824117810.503","739134800556.237","869267301326.682","822620151107.191","856335573600.944","879944213086.63","758772472858.966","769431384350.139","",
"Faroe Islands","FRO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463079035.339064","559616983.458043","611151662.109834","584538857.115394","610662849.759966","869651016.287931","769641635.092053","908636128.666478","1025593596.55613","1329977772.47093","1323826523.60683","1093100039.17253","1110755498.65756","1363644830.21961","1501078981.44152","1492797749.40797","","","","",
"Micronesia, Fed. Sts.","FSM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","89800000","","","","","","","","","","","","","","","","","","","","","185018400","187565000","193532000","193916600","221795100","239758300","240164500","254198100","264934500","260436500","233632600","244221500","238857800","",
"Gabon","GAB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","46157379.7170311","53078875.5038045","56243568.9304352","70124240.0810732","77540103.4436696","84468787.5973542","97281594.3266246","130487348.089848","145012559.970466","171949150.795479","123008734.147246","199741094.369369","311076213.307682","416798916.51725","668038561.852686","1033535543.81159","1387316653.25414","1440086500.20857","1121176289.14088","1133406056.70865","1353656767.39821","1571772409.82399","1435152241.0987","1476646950.40844","1431720921.04784","1913133445.9719","1861937649.29144","1484012449.05504","1602494055.16655","1724720017.89052","1836814829.26015","1797631392.56785","1889852814.48084","1512752825.53666","1603032258.01223","1772673217.02323","1879469239.12389","1983293967.44116","2177525350.37608","1777483514.26858","1655659043.70693","1473711135.22687","1707297196.71007","1843491822.01042","2073131765.29024","2293295082.67893","2897165197.81117","3309244454.23718","4156167870.27755","3780351102.9439","4522117925.92832","5229341544.1372","5390540482.57184","5853783094.48628","5272025662.04504","4030589469.93784","3849574079.336","",
"United Kingdom","GBR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","15617572732.5516","15522854822.3374","15815127026.1986","16851607900.1447","19076116870.7803","19509114055.7592","20239775211.8208","21697473493.319","22507195654.7948","23743551742.9815","26851654427.6458","29800489900.219","34533986263.7363","46726319206.2714","63913005142.59","64182355530.9735","66371104941.5993","74631432408.861","87814120038.3509","116130537907.666","135165171740.646","122614146704.18","119677158455.625","118897239502.804","124719335328.545","128330405544.148","149845629434.184","184579715312.96","224667372287.442","236491017670.157","266964398792.614","254445071252.205","270309090733.591","259162370875.825","288445784205.693","332281836831.308","360199687987.519","386404715127.701","401897979463.399","419048697621.744","439791193826.6","438498632503.239","469845623501.199","528697142857.143","625270963017.21","686989090909.091","784018399264.029","840508203281.313","857529411764.706","674718803551.955","752366408693.947","839606976489.97","844201156322.765","868085386896.447","914479030510.279","839561218721.017","797270487593.062","",
"Georgia","GEO","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3514920846.7183","1986754966.88742","2446203314.37052","1938101600.09357","2743399815.08299","1140170044.20972","1001841200.42363","1479432986.51252","1340894551.22164","1066705911.58926","1212806558.87468","1251368867.61623","1439800035.97072","1852880246.07928","2469474797.79058","3305973878.38416","4416173612.67131","5895237294.22329","7472763683.92809","5268644597.42592","6141011614.20636","7906428698.48799","9158996850.96591","9303346218.58843","9983201733.02373","8713813290.44199","8529809850.98204","",
"Ghana","GHA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","431423324.800219","474845802.296344","393603747.626173","423018974.317097","413213898.753456","549084231.563915","417416073.995017","348508173.850352","347109393.675779","399077749.226108","503014460.326765","489222776.091543","321158623.031477","404225364.329203","631055895.014084","518085107.697033","443644087.516998","368285714.285714","354799300.738698","448717949.937125","406950192.975596","224767431.890468","120354808.161422","242989414.71982","475228312.867387","612110907.184821","1153286611.17309","1328870748.29932","1250710519.85655","1278450301.83492","1522368638.89748","1683755434.78261","1845128146.45309","2172624036.97997","2001557531.38075","2128753127.60634","2780426911.31498","3651811035.15625","3495721453.2872","3830866091.52288","3350893191.41127","3444743962.02708","3383649798.08178","4320560567.60498","5361416564.7582","6623811100.07724","8312720240.04364","10108835863.9863","12690121372.5305","10989375851.7888","14768574004.1929","19529465074.7453","22147874707.6512","22689841615.0658","18894242070.1169","20798224964.1475","20432494131.0397","",
"Gibraltar","GIB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","539720563.969622","626828740.251318","740909308.147551","724403496.131036","891764001.211754","922121889.507892","856409525.055432","920887064.887494","874985347.941839","905906827.516643","941918716.932271","864746362.731672","966133346.851746","901093975.110592","867392015.605054","850549843.310401","854522371.142889","868000109.323699","946513576.296896","1031237407.23715","","","","","","","","","","","","",
"Gambia, The","GMB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","19266562.1324971","22035471.0401569","20989199.8271972","23077473.2395718","21394038.3046129","20720626.8860119","24111727.3772048","31865484.0225564","41878368.1103513","50236393.8053097","52005301.7028351","65618403.8377671","102909574.723115","131010643.93137","153323649.041255","146040649.180987","128849137.366237","133366216.933222","114896375.659161","121703202.44485","104144404.33213","130802612.235667","155879196.23159","185466005.591012","226976773.702246","239290744.409202","263205829.782929","275121697.533573","214067398.609865","279037959.829427","247309659.902829","204004039.136488","240030742.922645","228252406.736229","239267915.793425","172597799.479831","187843250.760626","183930243.073202","282224358.165084","309491110.076704","309279975.664145","336041928.662123","384430654.004099","377495939.470602","406564745.954391","368898520.190452","402950539.680694","369401956.346372","404385674.650648","457648617.355424","404200831.002797","",
"Guinea-Bissau","GNB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","23768618.6606893","26948628.5714286","31248657.1428572","36398983.0508475","38767763.1578947","28278217.8217822","31395546.9845722","37483116.7208198","44225216.1383285","49224572.0040282","46299659.0453269","55268030.3030303","68336755.6468173","52759846.6780239","71013939.1024577","83018771.8750001","41457271.6313957","67719955.5760946","84150250.5166533","98449728.3366803","90350137.8049136","97180088.8685182","113409958.955017","77499974.2268532","80839738.7279534","89252263.3381931","86090212.0790152","107106561.285372","74000259.8209322","96100135.4844902","122592301.365488","105220708.052851","97104771.6446276","117152485.984608","140134374.488912","167664091.913805","192413663.980251","236085620.78575","284083283.516296","289214235.991176","299729829.887498","340256676.383825","254421184.859183","270137072.228872","339011935.035645","340897401.006848","315061258.663625","",
"Equatorial Guinea","GNQ","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","4685450.37055056","3738526.78372827","4885173.51754153","21400000","21316666.6666667","23659331.5711807","10257142.8571429","13600000","29910000","32143833.9403187","29036423.8925799","43484380.363886","55405897.3425555","52995279.3213371","54404137.333154","54773439.3512546","","","143284669.619452","135238081.026919","146421860.094666","82323818.5874643","103775936.489176","70340109.6907602","117556311.630844","185610971.841699","215660201.404608","159824023.074008","184272601.158872","225195520.563304","188913828.082321","185573606.118887","125907593.901853","406336183.187204","987543009.474689","1253071300.63697","1541281939.13469","1791784216.83579","2218247259.77536","3312585305.13745","2328212362.56224","4675093069.80743","5971209268.93978","3583355427.56045","3652042752.38717","5942729602.80161","7794030128.71889","7193785588.44253","9601437175.56034","8378620545.10803","10023932128.1867","8610268399.31989","8350274566.91241","5505347455.69994","4514647580.86841","",
"Greece","GRC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","718524774.933093","795769616.410426","870232756.735945","1034173117.83374","1228103930.15993","1492364903.51562","1534263794.38568","1594976536.9456","1763377360.79256","2037254207.88456","2000809090.90909","2212451136.36364","2733384090.90909","4490319907.94016","5389992045.45455","6042160467.58767","6489140858.20895","7481735430.15726","8625546382.18924","11091655013.7994","14356165467.6259","13479682041.8204","13459200000","12208637383.9009","11571636940.7497","11598554897.6067","14070950340.7984","15884210870.6593","17767852750.4204","19664088753.6718","24815115649.1831","25647744251.2619","27828549338.577","25002288347.2057","25323011235.9551","31047568613.0313","33853424546.9989","33000637713.7152","37510447250.0865","40084619007.0318","45152926478.7175","45421484653.2439","46512543290.0433","59861400338.6004","70208942637.1989","73315604775.5254","86576754610.4629","111487350533.808","127492981104.438","94913550013.8927","91984510745.9708","92985185781.8542","81399960098.5976","79551948570.8799","82430385379.5134","61929992131.7875","60083185399.1658","",
"Grenada","GRD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","32592592.5925926","39703703.7037037","56888888.8888889","66370370.3703704","78703703.7037037","79000000","71777777.7777778","71148148.1481481","88111111.1111111","105807407.407407","115092592.592593","119888888.888889","128629629.62963","138800000","149118518.518519","138625925.925926","159318518.518519","161914814.814815","169207407.407407","194092592.592593","212592592.592593","253185185.185185","266296296.296296","310138518.518519","280206740.740741","272108074.074074","311462481.481481","319120962.962963","396159888.888889","402395592.592593","436385259.259259","451733185.185185","360979629.62963","379569185.185185","395495481.481481","395684296.296296","424283148.148148","536930185.185185","565461000","553047296.296296","",
"Greenland","GRL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","793645733.715864","919113351.471349","1087845386.78317","1070760745.27477","1321380678.58258","1775622290.6573","1388181088.99625","1909372166.21326","2411142362.21059","1623875701.33794","1560440147.42802","1368035634.74388","1121063036.01421","","",
"Guatemala","GTM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","151700000","145300000","153500000","201200000","235000000","261100000","266100000","283600000","296600000","299000000","338500000","371100000","389500000","519100000","811400000","858000000","1204100000","1439000100","1655000100","1784400000","1963300000","2031500000","1628999900","1316999900","1434800000","1262260869.56522","1055296757.99087","1579400000","1720152709.92366","1890234375","1900441392.83963","2028674262.76124","2849959385.75794","2972637257.33754","3226457087.21658","3726947075.82673","3539826240.96395","4197723122.17361","5091722543.82086","5011135841.9528","5584251000.88108","7731195123.8134","8255176357.77846","8807845154.14064","10090008720.8205","11155024024.4174","12662799252.8872","14441181173.6802","15422690776.333","12501500949.5803","15009742234.1363","17803195725.332","18197252859.4771","18755600244.3743","19706916272.2123","19223263050.6349","18769016829.1688","",
"Guam","GUM","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1616000000","1654000000","1785000000","1843000000","2079000000","2489000000","2673000000","2639000000","2719000000","2949000000","3037000000","3206000000","3293000000","3054000000","2964000000","",
"Guyana","GUY","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","96949192.0900659","98465846.117949","87499270.8394097","81082657.6445196","104240797.99335","122941176.470588","137588235.294118","149588235.294118","126700000","138200000","152650000","154250000","167714285.714286","211523809.523809","288227272.727273","370625000","413560000","354360000","319960000","367200000","564840000","526500035.714286","337800000","316000000","224763157.894737","280627906.976744","268534883.72093","321836724.489796","281100010","279264716.911765","316708863.291139","431100006.261181","562755039.168665","606913506.144393","637853879.971077","696946803.521127","766890754.273504","820130855.822641","774290375.965825","726372183.395319","788842315.40865","775788270.709926","761910780.688642","740377886.024377","830381842.845076","983311406.629143","1132778489.05256","1355979613.20842","1649533745.21751","1522721255.20961","1798283995.25034","2201600352.9109","2475231003.58537","2351351693.47528","2256157931.34582","2028406779.66102","2027414043.58354","",
"High income","HIC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","117371739996.842","123491121072.924","131691480000.027","145096526906.789","161514346414.49","175567705226.207","196168680633.047","211285365877.831","234977665703.87","267354213894.415","307682036308.809","342105118144.221","407042303992.698","553582667051.885","773077782757.815","796398086137.112","910200777653.577","1045073619269.95","1221025762364","1557930027275.68","1864215718981.18","1830427126802.16","1749894424272.57","1732126822548.14","1848219395839.65","1872780731302.65","2126814206578.89","2530406477836.22","2904937264596.81","3163638399701.1","3643370954529.54","3746742822591.39","3994155663099.35","3855954508876.65","4309667283872.9","5123485737802.33","5350307994758.49","5476849285161.5","5514663536429.65","5807349609266.15","6436444379323.92","6201744526841.12","6400968192987.57","7382067333650.22","8813666159200.95","9871955499565.8","11177982844726","12713291891428.7","14287132809694","11271228426264","13086360833856.2","15282780167120.8","15205729198113.2","15501211861511.8","15916826170244.7","14306491384952.2","14134565178152.2","",
"Hong Kong SAR, China","HKG","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","0","1254129700.43431","1397230780.65259","1552024945.24667","1778091243.17903","1759685863.87435","1977998988.86003","2045585036.9726","2304810109.94067","2747800971.51109","3249058279.73615","3811504974.0811","4365051228.41848","6352472554.16302","7683838142.93664","7818122872.42665","10141697928.5598","12077005577.0056","15489036445.5452","19899254402.6226","25762544964.9324","28586942908.7721","27223018501.1285","27592908660.4636","32155666410.8468","33514915027.9817","39269027206.4383","51815652129.3102","66398923904.6887","73513762996.9615","83645022978.7671","100108734815.73","122484820298.168","136735870520.709","160442135500.233","189046381757.543","196722521753.746","209983596181.914","186279033736.589","178289784079.923","208787221480.645","200030132840.95","206139455564.246","228647454666.872","268978813559.322","300019672637.033","336798578748.165","371855051657.395","401811655622.335","364440775045.796","456013231735.571","519399152106.886","563915218400.289","609317560598.246","620474587637.508","598683144559.973","594477467728.221","",
"Honduras","HND","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","77300000","78100000","85600000","101400000","113100000","136400000","165400000","182700000","204500000","206200000","246600000","223000000","226500000","302000000","456000000","446000000","514500000","655500050","777500050","931500050","1130499950","1063000000","814499950","899500050","1063000000","1087000050","1078000000","1072500000","1148497854.07725","1223793103.44828","1217898832.68482","1152970827.76911","1240473635.38806","1521769156.39723","1711421368.09057","1880396246.08968","2096368243.24324","2416349809.88593","2813293943.87002","3007456445.99303","4718162982.07304","4884629391.80771","5074550499.91272","5547940676.90343","6757991016.38667","7494273021.08665","8356510679.44837","10012098533.1448","11641784770.2826","8369540251.17623","10086959052.8761","12567100665.5354","13022838331.8891","12645008694.627","12923205572.9206","13151445418.5881","12485925114.9551","",
"Heavily indebted poor countries (HIPC)","HPC","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","3917560373.09537","3792829201.54902","3846307430.0222","6759952069.37644","5660803037.52321","6298657916.04886","7419774433.08445","5887708480.8841","6256562167.65495","6693783267.38887","7549314096.77122","8379059432.13845","8699943250.55959","10731282114.5446","15137121281.2715","17446533244.2896","18743406736.2141","21882073526.8125","23725859447.296","28704274749.149","33679651163.6387","33540040985.6797","31093927898.5872","27519058470.0634","27534862515.9606","28053868724.9095","29465817006.801","33777959998.8138","32492329125.3682","32035323420.3462","33925128900.1704","35046327038.5988","34141412843.2817","33248021486.7896","34677108738.787","40093818448.2768","43483986371.8506","44721144468.0325","47726816153.8117","47960632887.6702","50824096734.4641","50227552521.1211","55740994994.8027","67700504037.7411","80842984913.3507","96412095860.2648","111687795602.477","136232698893.603","164122487329.61","147386306417.905","173623800430.984","203614582742.531","224351095745.601","242366816892.375","243850441449.667","228829822917.716","215364378367.094","",
"Croatia","HRV","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8035817370.19194","8822247948.18005","10535889767.2305","9226183128.25107","8538670416.35615","8612139410.70587","9824130635.97675","12242487861.5801","16056768307.2334","18904156240.1604","20633698648.5578","23411685664.3476","27803872471.334","32786134907.764","23976715381.8464","22768439105.1291","25434731432.1002","23216137497.2224","24590668688.3206","25356476514.3871","22664332618.8706","23643313517.4846","",
"Haiti","HTI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1024563650.91417","563519040.259698","711988106.498954","535669473.801988","807821954.521593","840148969.215814","882868456.927704","991314910.954562","1233630341.73797","1321157305.87354","1299799124.87648","1250023848.84113","1416822808.77824","1546384283.57011","1850861100.76578","2141664615.93395","2384476397.95106","2854055494.8702","2803367541.32612","4288035604.42178","4432974849.90109","4194505774.66076","4419888093.5321","4628018425.12468","4409818543.52916","4109301855.80268","",
"Hungary","HUN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10262119027.2295","10753751993.6497","12158862701.8019","13377874630.0716","18157126300.6426","19289549004.3348","22168396245.6073","26512481011.1114","28621076148.0912","33265478107.5288","35502180723.4173","40616214094.8324","51346500126.8353","66027932514.5083","73251717961.2441","86552740149.2466","108043286945.516","124689980379.204","91900265738.5996","100186267948.528","113530889557.584","101927877834.336","106393437493.015","113873246823.969","99966140710.4436","99968633742.6147","",
"IBRD only","IBD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","39450098945.7302","37885245780.0912","36165768033.2634","39761979169.1561","41774765651.5569","44132471581.9884","47103324509.0047","48830992764.3092","52290369893.5545","56942965438.6181","63951875293.0434","71638063086.1708","81413508580.1866","112771262529.968","186654731812.546","216765801307.055","225107581791.714","260315981775.076","276827842506.584","340263779002.904","455715302939.86","514414335512.487","487540226015.955","444744261879.284","440173625896.149","450059377036.772","434546289061.632","463117727980.487","559461685625.365","610732341934.796","652507659610.927","670246653958.424","908497539162.704","883627673826.893","940793382925.875","1113007894111.63","1197283794276.59","1289699752908.68","1213684616293.43","1205916623712.01","1428647722176.67","1445908209191.9","1546414134802.53","1841615718925.08","2360259119414.52","2794889860064.04","3316096592942","4078878085826.79","4992149655456.21","4121055579887.78","5212976443066.58","6447062115574","6812044479353.22","7091935004686.85","7209077740325.32","6317990311559.54","6111868084646.62","",
"IDA & IBRD total","IBT","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","47925821707.0867","46416294943.9477","44710468680.5661","51923660572.3248","53296507589.2504","56629814120.1437","61162119331.94","61218037855.8202","64813893160.8594","70742509789.2974","80036621762.5199","88441964593.9322","99251238732.6898","133859877097.924","218369767400.098","257313739300.631","270995712157.983","309452866621.292","331272344059.7","404433751322.607","537227829312.469","602067965821.918","562084954655.144","507264584843.418","498699891071.991","510309033718.583","496463751015.943","532197401003.07","629117770908.358","683071159965.359","729867873935.212","749758164097.264","989914352531.712","962189945747.279","1017303515454.63","1208060470569.5","1304049060427.07","1401928069506.94","1321677204843.51","1309497706852.49","1540255807806.08","1567426821413.19","1673276938065.8","1994440158928.46","2530031252743.28","3003999448162.69","3570969253295.04","4398431449932","5375574721225.09","4469125821241.58","5618470889583.55","6947742990276.84","7330339879811.53","7647006788635.84","7775261957581.81","6840365218779.18","6614998045163.55","",
