"Data Source","World Development Indicators",

"Last Updated Date","2018-01-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Australia","AUS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","2611714637.69739","2952178295.44182","2512039422.10774","2974577220.29343","3270243028.33464","3959009967.52156","4124762011.42345","4222197334.52794","4730652928.65942","4882965617.65035","5455258147.60891","5839399708.81398","6251168224.29907","7062139654.06791","11784819454.6794","14352041513.0411","14071599647.044","16180316586.373","17304308594.6312","20742928547.0862","23893036211.6992","29641239986.0676","32685644929.9349","27726719700.5147","29067197971.382","31256424023.9319","32979854504.7566","32383536262.5728","39316065192.0838","50963276606.1396","53254328587.9184","52891452790.2048","53566869184.0345","55920460933.1085","59734347976.4787","73036828036.828","77569802731.4112","81973704805.1338","81368785186.1901","80249404687.3042","89083715380.2675","83150692282.9237","81408539137.7145","98146185206.756","120789586000.854","144094872951.436","159926624737.946","183462353772.474","235793196060.877","207758798409.66","233201796881.881","279401557724.539","328788409981.439","327211449676.824","307763701459.653","284285714285.714","253978763685.505","",
"Austria","AUT","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","1533588047.51366","1601412624.93473","1721989636.40706","1914159091.78538","2162849118.67194","2445451298.78299","2745531718.66462","2849036541.99729","3073420375.16241","3514855808.53937","4219189997.3538","4879301189.55832","6031594618.72731","8120946728.51219","10707278194.9352","11409036343.5253","13376639794.4312","16647399550.4121","18942756467.3553","23962383736.49","28804546054.0311","25121970537.4114","23056333951.7625","23054908763.5974","22975942713.7061","24377070297.9516","31681524650.7436","39014929255.5507","44619830045.6926","47243466770.6708","59528539392.4725","61571774189.7466","67196213999.4991","60491835324.7368","68794915190.9409","83626177152.9958","84936638939.4333","80435483143.5337","84102623388.1725","84389782655.0181","82583692647.8718","84583257270.6935","88703783173.3484","109272866817.156","131991296250.31","143263549309.787","158458060469.201","186789843963.865","209401889556.174","166636454570.714","186050988924.288","219461356830.203","208628260215.989","216739122265.793","217943838558.876","184909946102.583","187760878700.413","",
"Azerbaijan","AZE","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3474320239.18929","3622902229.55496","2725096546.55896","3019037459.25035","1015000340.34885","1267080012.4083","1764609974.42455","2101202007.52823","2424675962.43448","1918507948.70758","2023530036.26663","2130003113.92677","3120948981.69101","4769463754.83608","6312082120.6879","7006588428.17855","8132889635.10186","9423875538.98147","11464094449.8539","10235008708.634","10940949296.1256","15881853868.5577","17622072301.4257","19765583173.9962","19718220068.8512","18473453054.8507","16529046813.3108","",
"Burundi","BDI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","26250000","29750000","35000000","33250000","31500002","19928888.8888889","21494857.1428571","21192000","24488000","23004571.4285714","28208000","35832000","37205714.2857143","40576812.5359258","53633015.8730159","79994920.6349206","74673623.1884058","94676666.6666667","123426666.666667","177800000","214223333.333333","213555555.555556","272632222.222222","268000000","232495196.72542","239045071.671224","268172621.529298","291223994.011007","280918091.10011","255573911.399346","314442789.991533","332769069.983968","319246482.287821","254942339.37397","263464979.043231","272899694.103893","136902390.42114","140485312.899106","173751546.009097","129001348.569806","141321270.48441","138400674.414404","140218224.200461","164737396.316344","225367196.228575","373658949.171636","596736450.352664","464102100.280653","611231022.455433","750254922.209707","794106317.270558","887268012.097314","926374219.968366","929592021.250463","1037572767.64583","912048932.900859","959704090.535477","",
"Belgium","BEL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","4488686802.63416","4935914685.53765","5383141329.19941","6084755797.67895","6835605753.21234","7297193143.13369","8275773594.60897","8450148124.74139","9492309938.62933","11307889126.1336","11434570391.2868","12483572403.5852","15300704884.9785","22038930759.6771","29379825911.3505","29985935614.7856","34356762800.418","39946326167.6984","47180976047.1372","60140962850.8531","67211980411.0912","58876182855.2803","55151809464.9479","52365700276.1341","53248465861.4912","53044189075.3448","66132838901.9325","80834902323.0686","92632280416.8952","100889137899.263","123029310478.03","122984906438.275","132228412797.992","119014541511.194","134356139377.864","162226327312.534","162111009771.987","154085588633.288","156588464103.134","156377796718.517","164681315644.002","160957404921.7","167767739506.87","202229345372.46","243552272162.9","270594329063.549","294994856354.284","347603750342.185","410814266881.5","324878021672.687","360976918369.847","427499345361.126","406717335752.688","419284272981.269","435433615762.246","361460500993.35","381549554144.029","",
"Benin","BEN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","27392931.5879477","22470098.0713944","23547272.2159845","29521371.2224978","33034384.3459012","43212954.8206181","49061969.2248077","60547029.2994863","62251308.8497674","70874399.428221","81609765.5923541","93259568.232455","109969562.460619","130886423.388841","163593479.063766","226162498.384372","216705681.720691","260873171.45047","320872304.69046","439164032.237441","524469482.145934","567561768.14245","508205482.670296","345886049.660689","325135991.277854","383239061.752248","435776317.700623","483576008.712416","519825023.283673","372643203.01384","520152807.120127","602729559.610204","567957714.399145","748725692.941088","576481292.395399","790421188.969052","708783113.714255","715320118.375231","797921924.9776","1102324171.01146","895394973.11919","989716092.674532","955970273.241355","1161389627.63784","1245729576.16801","1291452506.79615","1456520213.32972","2102378049.13672","2399703621.1943","2294433362.42496","2593296276.62904","2672156359.61134","2859593545.5728","3782487247.99611","4315403052.09187","3299520922.74996","3403657824.63042","",
"Burkina Faso","BFA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","52340174.8240483","55303956.0858044","59614687.0094664","61742281.2278204","47262666.4560777","48113645.220433","50541606.4253105","62777892.6825064","70389699.4966162","79074242.0483112","73994573.5051452","96149821.8309071","123177211.94028","154655047.285848","183824303.316181","283412263.564162","263748343.589297","344381930.774879","409486806.897939","511997958.834458","602966359.727281","558238164.599306","554828007.505641","473268805.403788","419829355.821608","481677884.152019","589940838.720911","665476559.086833","709757519.098655","618479382.661637","758453092.890852","731992034.934275","437468498.234997","482110691.891892","474345862.228087","633116355.176136","714319767.828281","651175221.482439","789066274.069555","723529014.516129","656698457.223001","650493800.803096","695492405.753785","926190161.980302","1248353161.02224","1408926909.51358","1476327434.77071","1684344019.72847","2204833708.94309","2320061450.33463","2661670136.10565","3555059369.59659","4149368368.49601","4910511294.63201","4324049634.41643","3780895917.572","","",
"Bangladesh","BGD","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","397875421.689852","563656831.768957","549204082.343258","620050850.361393","760610844.776041","789516322.794107","814737821.791895","913639901.195213","868581340.485679","988170710.733625","1124763246.97259","938861337.693003","863537083.333333","958701323.737309","1294857682.65127","1575422622.80306","1784273649.83165","1194951861.66774","2056130687.83069","2459010308.8042","3243617764.85788","2858506731.94615","2877295409.18164","2590824915.82492","2538320000","2860038461.53846","2577133333.33333","2842322580.64516","3255865304.99909","3679750953.73378","4126170021.39709","3785238014.656","3915198860.06496","4677910146.96327","4681795689.85405","6580596890.51608","7601784556.70586","7625081831.49737","8058876651.98238","8525935940.09983","9060862651.56033","10102557449.9629","9060891520.11144","9761830742.65976","10229675556.3105","13891430894.3089","15626727218.5825","18268578048.0741","22873050575.7178","23726338034.7197","25106319010.5127","35373857176.7684","37272043676.6211","40135237754.4778","44128009984.4957","48280651359.4871","47171578943.3335","",
"Bulgaria","BGR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","6088384615.38462","6859642857.14286","6424733333.33333","6118555555.55556","6729388888.88889","7411526315.78947","8802352941.17647","11977307692.3077","10352294117.6471","10589277777.7778","7577727272.72727","4290322580.64516","5479381443.29897","4963768115.94203","4429059040.59041","6519449404.76191","4588656548.62282","4174189904.27493","5276354237.67326","6449155466.07172","5500577403.09895","6269113379.41136","6827243139.14299","9430015005.48277","13630160624.7222","17080644177.6253","22027000577.1821","31626174947.5157","39338618007.7775","26258264022.1796","26837706782.1849","33700520440.8105","34484200394.2181","36277928881.6504","37417879527.8795","32107080027.2047","31764492958.5431","",
"Bahrain","BHR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","3540992040.329","4161702127.65957","3892819148.93617","3471808776.59574","3665159574.46808","3280851063.82979","2588829787.23404","2964627659.57447","2869148936.17021","3385638031.91489","4001596010.6383","4414893617.02128","4596276329.78723","4198138297.87234","4119148936.17021","4122340425.53191","4649734042.55319","4413031914.89362","3950532180.85106","4168882978.7234","5132180851.06383","4794680851.06383","5624202127.65957","6205053191.48936","8170478723.40425","10286968085.1064","11559042553.1915","12626329787.234","16276329787.234","11353989361.7021","13097074468.0851","21507978723.4043","25750000000","28332446808.5106","26547872340.4255","22301861702.1277","21088031914.8936","",
"Bahamas, The","BHS","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","471600000","562000000","686200000","839600000","889700000","939900000","1005300000","1190100000","1375500000","1431700000","1514500000","","1750510000","1771670000","1716350000","1592260000","1589080000","1739670000","1883080000","2086690000","2394270000","2596540000","2660620000","2964160000","2820100000","2672170000","2758870000","3018930000","3700160000","4417160000","4489390000","4452000000","3728000000","3895000000","4522000000","4944670000","4689200000","5493700000","4653100000","4686200000","",
"Bosnia and Herzegovina","BIH","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1085000000","1334000000","2336999933.54599","2672984372.29687","4049326021.48093","4412863888.88889","4157033207.72492","4365003065.51977","4717671799.80751","6961219561.45413","7767381142.85714","8039422648.94767","8107497915.46405","8907162351.29461","11336685140.8029","8584652319.05675","8806994650.23363","10403826142.583","9621562869.53094","9840728395.8998","10498812915.4796","8628568188.26198","8843255471.97557","",
"Belarus","BLR","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9450000000","5820000000","9901851851.85185","13577355371.9008","12558660624.3706","7552701240.70621","7441130769.23077","9276197812.35557","9727874609.78148","7481163280.45087","9221273498.82313","8685107913.66906","9833264188.12262","12296961249.8787","17182669847.7682","17850098894.058","23741979839.0741","30430203781.4743","41721254681.6479","30401933404.9409","36934306814.3672","49102934673.3668","48809523809.5238","46436407657.6576","43907521517.9969","32689583071.7066","29751306795.3357","",
"Belize","BLZ","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","133550000","145350000","126500000","122850000","147950000","128200000","132450000","173100000","213650000","251050000","248100000","288400000","274248250","280961550","304594500","304557200","322397200","364499950","392227550","493526400","613000000","602450000","616700000","653017500","618982100","698550150","750575100","790029600","953288000","751680250","802947600","938361000","990310550","1077233000","1125691100","1179641450","","",
"Bermuda","BMU","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1771580000","1734013000","1601009000","1586786000","1649401000","","","","",
"Bolivia","BOL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","108516001.936593","108516001.936593","133558156.229653","150252925.75836","150252925.75836","185185185.185185","210437710.43771","227272727.272727","244107744.107744","252525252.525253","247727272.727273","267340067.340067","302068446.784505","357671164.417791","562818590.704648","774712643.678161","816491754.122939","956821589.205397","1131534232.88356","1211274646.74832","1011201260.19576","1352344539.15171","1644889781.2919","1303554589.21556","1592952109.46743","1228323587.76353","1017851568.19081","1043169574.42149","1063833480.836","1092054033.16888","1164632089.89331","1440847064.73775","1640403025.25317","1627865935.14806","1626751433.82751","1825637772.63921","2017479801.36365","2326903298.25096","2768710912.68761","2260778163.9254","2294564081.83068","2056200184.65544","2191068898.18689","2131085361.39545","2309688004.03226","3064661856.4114","3752334864.44655","4495745873.24231","6329651161.18426","5705628917.37892","6744572947.39692","9199095430.30128","10233217800.2894","11386396526.7728","13848956005.7887","12231374674.3849","10831641389.2909","",
"Brazil","BRA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","1079376914.93865","1118302726.08473","1033970196.04432","2097486800.99115","1204326396.14961","1210637974.35359","1621508461.2021","1764834054.99797","2239326014.7452","2454948720.19931","3153304260.31533","4004245613.85253","5177234171.78625","7532763884.77189","14596797400.1872","14233481672.8226","14401534168.3917","13948797699.9376","15791774010.8349","20642227950.3886","26571483279.6605","25827534749.1203","23307743170.8143","18314364418.7078","16563864377.3291","15818492271.929","17038985216.6532","18211636976.1514","18807996682.1739","23242900390.625","32160000000","47710000000","33590625000","39822360248.4472","53957453464.727","72751443826.9587","75733757835.0413","84720779220.7792","81259801809.5648","68433900920.2623","81610822629.1337","81470538219.5392","68004708451.3289","72356191095.2226","87897777777.7778","105595629313.178","129232289799.108","167159878794.104","232728214636.274","187616284885.466","260187585266.03","320105212816.834","322009113716.656","344503501692.871","335819379515.512","253714268538.279","217795930065.921","",
"Barbados","BRB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","872719136.876647","836821955.948889","676900000","779893601.153483","821061005.319942","998458708.298116","1073683687.1675","1230845721.67255","1286033908.41744","1372743996.42023","1448450000","1386450000","1381950000","1512750000","1734650000","2016750000","2131850000","2216150000","2433500000","2045250000","2174250000","2266450000","2210000000","2398150000","2336350000","2006600000","","",
"Brunei Darussalam","BRN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","186302269.27654","273689537.384557","259834871.296746","278757071.411003","281002638.522427","396394739.262393","574911264.711377","598759880.721352","734579439.252336","729768102.224326","","","","","","1051120340.46044","1312000000","1487034035.6564","2004297114.79435","2125263027.60243","1978525599.05722","2642867221.67349","3102127659.57447","3040140086.2069","2325525812.6195","2226548672.56637","2149450696.05568","2195267064.79879","2432352284.15056","2358621283.43474","2502655957.87481","2601040675.31843","2892504248.22204","3416827018.77778","3974597798.47587","3841055960.40148","3832783278.32783","5563240321.1702","6758162612.03585","7761349104.85933","5240726124.70403","4226489199.21449","4302837558.8214","",
"Bhutan","BTN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","51145038.1679389","70324480.369515","71035940.8033827","75792079.2079208","76389964.7887324","88067906.2247373","105563838.223632","96440586.4197531","139419540.229885","104771410.967344","91892632.7812678","100325417.766051","140203703.703704","103725644.473598","106766337.264903","129190255.935862","144504092.576912","168768107.95924","186282113.427048","212456107.756619","212059053.284666","227453441.91669","264919937.996283","316165538.635438","436818185.132376","527747499.335406","531258320.535899","685306960.373399","729319253.790352","786732031.409784","1121423791.38255","1282994611.15694","1149629845.87516","1119922590.95051","1115099235.39938","1271196289.36701","1174759841.83418","",
"Botswana","BWA","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","12056638.1606617","13991884.70687","15982055.236226","18034391.1645463","20214693.9913565","23174647.4940667","26220362.6220363","29776847.9776848","41701534.1701534","40662860.3258599","58626465.6616415","78159955.2572707","100052008.841503","151275032.416078","198233995.584989","226572008.11359","246722631.094756","313004750.593824","404552040.569911","534969325.153374","704902213.072568","768136727.620414","703068855.006312","733430577.080864","719192852.741836","571113213.497319","684183917.833005","952022157.364941","1161735754.12884","1422750508.71011","1887395861.3276","1834537000.39573","1723775892.30696","1627109900.54063","1718989793.63779","2070052665.75283","1799831538.41526","2395831050.72861","2517475567.33477","2398365193.32238","2320710337.52793","2133671163.45956","2158048610.89162","2779825087.3755","3706961580.25954","3533676424.54602","3451273001.40493","4440003821.01802","5586576630.68157","5327109334.60049","6554992934.52661","8227896230.00205","8854720373.79743","9163746871.6482","8770746714.52298","7728958376.59833","6581935964.18226","",
"Central African Republic","CAF","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","38336816.2740609","44034883.7825639","46936105.2577017","49792587.3533363","57952747.6949498","56720594.7582825","67160971.4162906","76828946.5607646","75999785.1066812","70699836.821426","78597127.8903891","75389852.427671","77877594.755495","98946247.2834036","121947245.317603","151160965.112226","132307723.147681","174129603.707592","206899174.805534","246199305.571225","327433570.018118","236648293.628085","256106186.947724","241183767.116458","226437019.045594","273603657.545803","321221786.865312","342886690.007141","316906397.285597","326536958.442774","372791488.286404","359806867.538511","372229135.923364","292701084.112097","212952087.761505","315152768.194789","258135823.426887","271328255.344549","274652946.223742","239761597.832448","231254888.680986","210345022.80576","199723610.815793","205101408.240842","244440120.177601","290317082.682346","322489945.784019","398343553.11071","465218535.942272","460467523.941292","526488629.393249","483637201.316221","472607624.551175","379716267.508704","639651854.211543","547649421.463709","527084435.931915","",
"Canada","CAN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","7452527622.81307","7359338827.29246","7469254669.64448","7792434890.44751","8874461306.16442","10055817479.3005","11653023567.8002","12469546116.3743","14139540131.2697","16467693332.7201","17034787060.9628","19266916221.0339","23016335084.352","28022835316.4684","38321052044.9898","41211329925.2851","46290677789.0467","48445935401.9746","52877847462.0847","62707546952.3647","70404560896.3394","78611226958.0449","66961173705.1147","73958941901.9799","87017990888.7345","92167704137.6785","98333213386.1101","107111613876.32","128295279109.45","141233952702.703","147858244772.026","151757004451.427","157205261851.576","168030385241.454","182802431165.788","199284465170.504","208616795012.835","236596128845.876","240809571958.207","259052971663.189","286675644737.728","267822184917.355","270575415790.48","294624937549.069","336555726364.335","384891071133.85","429507228490.832","469362256773.112","505033739456.42","410146093955.035","499992824942.813","568146096542.241","587120560050.247","586141008471.601","584533143561.35","527476436564.251","510595432096.083","",
"Central Europe and the Baltics","CEB","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82585362112.6633","76036439926.1036","86872624752.7334","88098444250.9552","97715969590.8052","133187783192.636","150077596965.134","160898865100.861","177664257603.721","173206264710.254","189960475056.832","206239127520.119","232060013125.621","295419062656.024","383034936651.684","450173879844.896","552143794393.162","708739008274.808","843030658176.632","611112333041.584","697743904124.339","830195730805.583","791502390449.767","826029265399.583","871693737821.274","764961407195.059","780317993332.045","",
"Switzerland","CHE","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","2546890123.0599","3068472924.55224","3427708776.84942","3694832986.2286","4097821745.97422","4146180481.44376","4411016178.07445","4635551289.31248","5060440504.88573","5896400749.46832","10241069060.1418","11663672488.4492","13813883303.2231","18866870418.3519","23401481824.5897","22223981133.5374","24658898743.799","29624833492.823","39694626565.9955","48982225115.7755","58659625231.2466","52734624681.8043","49532228242.1317","49686925015.4828","47851991956.42","49279196817.3863","67413713380.3991","77985374664.6996","86892624752.2723","89079899382.6029","107335887345.235","101178815271.967","104435210994.169","97940819978.3433","106081908751.919","124759357378.436","125201505825.243","120714274650.314","124404269347.496","123684812608.175","125112051693.51","126148528857.549","127246262543.308","146182464914.235","167604367832.73","190201338178.606","206957086217.898","239991125624.792","288924445018.927","269127172134.914","311077560877.349","398974964179.191","378438382206.726","412218525459.393","372933612544.604","343923271128.243","365118574497.008","",
"Channel Islands","CHI","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","650727272.727273","715636363.636364","693181818.181818","837125000","791260869.565217","762593750","948051282.051282","905156862.745098","938782608.695652","1178162790.69767","1274884955.75221","1310729508.19672","1560149038.46154","2590758379.88827","3129223852.90148","2025346741.3442","2100124107.27969","3074828152.27484","3782801705.62224","5570423583.89262","7679845876.92308","9047297176.92308","5382281400.51071","4355576959.00495","4799834957.35175","4307602967.79809","4672424640.02488","5752821226.01522","6765529485.73528","8748407009.55235","9686180975.72975","10137181116.2018","12544703151.5803","13669475781.4781","14680688842.4009","19346618433.6013","21946625731.1956","24191173540.1016","23494325678.1594","19982048574.2364","22411585684.8134","21822419952.279","21332345471.8843","23190197866.0688","29694953337.3255","38680972557.1778","45358377418.1321","54405352884.0828","70715782094.3573","50503967542.8748","68442909063.8457","86884940756.2013","91222239391.7174","91237690166.3347","83730106971.847","72242337124.1242","68237444820.0681","",
"China","CHN","Imports of goods and services (current US$)","NE.IMP.GNFS.CD","2644406531.806","1746689414.24974","1372979120.9684","1450158420.6678","1710130798.60265","2246323828.09327","2481923795.59672","2169144528.39386","2067592818.26306","1917296287.26948","2278820375.33512","2128523844.34154","2850652532.18119","5207600281.49191","7791148276.56537","7925583396.06409","6660142165.44761","7148239853.59027","7617886178.86179","10560869565.2174","12450000000","14591269841.2698","17788124795.19","19385304449.37","24710305080.89","38302403273.95","33592580690.4701","33781853910","48984701330","46118793490","38461758920","43941659170","61849400129","86072328750","97250445198","119900826000","137261877000","144623820000","144913704696","168058444268.42","224306238158.48","243973790217.76","295619639659.43","412137124715.32","556182551584.76","648712207879.78","782812463259.9","949016596646.331","1146484468067.73","1029593130340","1380075369555.26","1825402621465.6","1943215391727.26","2119378054520.8","2261247450939.22","2045761371722.2","1950366571269.47","",
