"","Origin","Destination","Mandarin","English","Hindi","Spanish","Arabic","Malay","Russian","Bengali","Portuguese","French","Hausa","Punjabi","Japanese","German","Persian"
"63","China","Malaysia","66357.588","1005.418","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","China","Russia","1182.456","17.916","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","China","Turkey","1175.658","17.813","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","China","France","19886.526","301.311","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","China","Japan","296552.784","4493.224","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","China","Singapore","230134.938","3486.893","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Pakistan","United Arab Emirates","0","539160.435","0","0","0","0","0","0","0","0","0","454029.84","0","0","0"
"70","Pakistan","Qatar","0","29403.507","0","0","0","0","0","0","0","0","0","24760.848","0","0","0"
"71","Pakistan","Oman","0","68078.292","0","0","0","0","0","0","0","0","0","57329.088","0","0","0"
"72","Pakistan","Switzerland","0","1563.624","0","0","0","0","0","0","0","0","0","1316.736","0","0","0"
"73","Pakistan","Afghanistan","0","3588.093","0","0","0","0","0","0","0","0","0","3021.552","0","0","0"
"74","Pakistan","Australia","0","9874.338","0","0","0","0","0","0","0","0","0","8315.232","0","0","0"
"75","Pakistan","Canada","0","63496.575","0","0","0","0","0","0","0","0","0","53470.8","0","0","0"
"76","Pakistan","Germany","0","34036.296","0","0","0","0","0","0","0","0","0","28662.144","0","0","0"
"77","Pakistan","United Kingdom","0","317792.898","0","0","0","0","0","0","0","0","0","267615.072","0","0","0"
"78","Pakistan","United States","0","198747.999","0","0","0","0","0","0","0","0","0","167366.736","0","0","0"
"79","Pakistan","Jordan","0","3717.255","0","0","0","0","0","0","0","0","0","3130.32","0","0","0"
"80","Pakistan","Kuwait","0","69107.37","0","0","0","0","0","0","0","0","0","58195.68","0","0","0"
"81","Pakistan","Lebanon","0","18561.48","0","0","0","0","0","0","0","0","0","15630.72","0","0","0"
"82","Pakistan","Malaysia","0","6069.075","0","0","0","0","0","0","0","0","0","5110.8","0","0","0"
"83","Pakistan","Saudi Arabia","0","686978.421","0","0","0","0","0","0","0","0","0","578508.144","0","0","0"
"84","Pakistan","Turkey","0","906.414","0","0","0","0","0","0","0","0","0","763.296","0","0","0"
"85","Pakistan","France","0","34946.529","0","0","0","0","0","0","0","0","0","29428.656","0","0","0"
"86","Pakistan","Japan","0","6040.86","0","0","0","0","0","0","0","0","0","5087.04","0","0","0"
"87","Pakistan","Singapore","0","9223.74","0","0","0","0","0","0","0","0","0","7767.36","0","0","0"
"88","Indonesia","United Arab Emirates","0","0","0","0","0","7479.3","0","0","0","0","0","0","0","0","0"
"89","Indonesia","Qatar","0","0","0","0","0","14591.85","0","0","0","0","0","0","0","0","0"
"90","Indonesia","Switzerland","0","0","0","0","0","1033.125","0","0","0","0","0","0","0","0","0"
"91","Indonesia","Australia","0","0","0","0","0","55662.825","0","0","0","0","0","0","0","0","0"
"92","Indonesia","Canada","0","0","0","0","0","13214.7","0","0","0","0","0","0","0","0","0"
"93","Indonesia","Germany","0","0","0","0","0","13930.35","0","0","0","0","0","0","0","0","0"
"94","Indonesia","United Kingdom","0","0","0","0","0","-196.8","0","0","0","0","0","0","0","0","0"
"95","Indonesia","United States","0","0","0","0","0","103041.825","0","0","0","0","0","0","0","0","0"
"96","Indonesia","Jordan","0","0","0","0","0","9314.25","0","0","0","0","0","0","0","0","0"
"97","Indonesia","Kuwait","0","0","0","0","0","29072.325","0","0","0","0","0","0","0","0","0"
"98","Indonesia","Lebanon","0","0","0","0","0","9673.65","0","0","0","0","0","0","0","0","0"
"99","Indonesia","Malaysia","0","0","0","0","0","1013472.6","0","0","0","0","0","0","0","0","0"
"100","Indonesia","Saudi Arabia","0","0","0","0","0","405669.3","0","0","0","0","0","0","0","0","0"
"101","Indonesia","France","0","0","0","0","0","23631.525","0","0","0","0","0","0","0","0","0"
"102","Indonesia","Japan","0","0","0","0","0","19389.675","0","0","0","0","0","0","0","0","0"
"103","Indonesia","Singapore","0","0","0","0","0","65260.5","0","0","0","0","0","0","0","0","0"
"104","Philippines","United Arab Emirates","0","8233.862","0","387.78","0","0","0","0","0","0","0","0","0","0","0"
"105","Philippines","Qatar","0","16164.512","0","761.28","0","0","0","0","0","0","0","0","0","0","0"
"106","Philippines","Oman","0","12659.4195","0","596.205","0","0","0","0","0","0","0","0","0","0","0"
"107","Philippines","Switzerland","0","4159.4826","0","195.894","0","0","0","0","0","0","0","0","0","0","0"
"108","Philippines","Australia","0","111422.5749","0","5247.531","0","0","0","0","0","0","0","0","0","0","0"
"109","Philippines","Canada","0","221040.0192","0","10410.048","0","0","0","0","0","0","0","0","0","0","0"
"110","Philippines","Germany","0","52932.0883","0","2492.877","0","0","0","0","0","0","0","0","0","0","0"
"111","Philippines","United Kingdom","0","11171.1964","0","526.116","0","0","0","0","0","0","0","0","0","0","0"
"112","Philippines","United States","0","1594514.5762","0","75094.878","0","0","0","0","0","0","0","0","0","0","0"
"113","Philippines","Jordan","0","3527.3875","0","166.125","0","0","0","0","0","0","0","0","0","0","0"
"114","Philippines","Kuwait","0","32033.5834","0","1508.646","0","0","0","0","0","0","0","0","0","0","0"
"115","Philippines","Lebanon","0","10683.2544","0","503.136","0","0","0","0","0","0","0","0","0","0","0"
"116","Philippines","Malaysia","0","212679.7764","0","10016.316","0","0","0","0","0","0","0","0","0","0","0"
"117","Philippines","Russia","0","5029.752","0","236.88","0","0","0","0","0","0","0","0","0","0","0"
"118","Philippines","Saudi Arabia","0","444631.2871","0","20940.249","0","0","0","0","0","0","0","0","0","0","0"
"119","Philippines","France","0","5085.9991","0","239.529","0","0","0","0","0","0","0","0","0","0","0"
"120","Philippines","Japan","0","113010.0426","0","5322.294","0","0","0","0","0","0","0","0","0","0","0"
"121","Philippines","Singapore","0","13627.7232","0","641.808","0","0","0","0","0","0","0","0","0","0","0"
"122","Sudan","United Arab Emirates","0","0","0","0","49577.5","0","0","0","0","0","0","0","0","0","0"
"123","Sudan","Qatar","0","0","0","0","9395.54","0","0","0","0","0","0","0","0","0","0"
"124","Sudan","Oman","0","0","0","0","11511.71","0","0","0","0","0","0","0","0","0","0"
"125","Sudan","Australia","0","0","0","0","4684.54","0","0","0","0","0","0","0","0","0","0"
"126","Sudan","Canada","0","0","0","0","6339.06","0","0","0","0","0","0","0","0","0","0"
"127","Sudan","United Kingdom","0","0","0","0","-539.28","0","0","0","0","0","0","0","0","0","0"
"128","Sudan","United States","0","0","0","0","18924.85","0","0","0","0","0","0","0","0","0","0"
"129","Sudan","Iraq","0","0","0","0","2002.84","0","0","0","0","0","0","0","0","0","0"
"130","Sudan","Jordan","0","0","0","0","2812.32","0","0","0","0","0","0","0","0","0","0"
"131","Sudan","Kuwait","0","0","0","0","4535.02","0","0","0","0","0","0","0","0","0","0"
"132","Sudan","Lebanon","0","0","0","0","6165.11","0","0","0","0","0","0","0","0","0","0"
"133","Sudan","Saudi Arabia","0","0","0","0","262748.43","0","0","0","0","0","0","0","0","0","0"
"134","Spain","Switzerland","0","36066.668","0","161972.1272","0","0","0","0","0","18033.334","0","0","0","0","0"
"135","Spain","Australia","0","4640.856","0","20841.6624","0","0","0","0","0","2320.428","0","0","0","0","0"
"136","Spain","Canada","0","3897.74","0","17504.396","0","0","0","0","0","1948.87","0","0","0","0","0"
"137","Spain","Germany","0","38014.196","0","170718.2984","0","0","0","0","0","19007.098","0","0","0","0","0"
"138","Spain","United Kingdom","0","17508.832","0","78630.5728","0","0","0","0","0","8754.416","0","0","0","0","0"
"139","Spain","United States","0","40218.794","0","180618.9476","0","0","0","0","0","20109.397","0","0","0","0","0"
"140","Spain","Turkey","0","266.134","0","1195.1836","0","0","0","0","0","133.067","0","0","0","0","0"
"141","Spain","France","0","63177.114","0","283722.6756","0","0","0","0","0","31588.557","0","0","0","0","0"
"142","Spain","Japan","0","551.98","0","2478.892","0","0","0","0","0","275.99","0","0","0","0","0"
"143","Sri Langka","United Arab Emirates","0","2381.161","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","Sri Langka","Qatar","0","4864.594","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Sri Langka","Oman","0","22015.646","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","Sri Langka","Switzerland","0","21383.449","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","Sri Langka","Afghanistan","0","1896.967","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","Sri Langka","Australia","0","40976.339","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","Sri Langka","Canada","0","54121.299","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","Sri Langka","Germany","0","40262.315","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","Sri Langka","United Kingdom","0","11751.222","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","Sri Langka","United States","0","19994.317","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","Sri Langka","Jordan","0","9199.451","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","Sri Langka","Kuwait","0","9263.7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","Sri Langka","Lebanon","0","3155.392","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","Sri Langka","Malaysia","0","1231.118","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","Sri Langka","Saudi Arabia","0","98460.159","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","Sri Langka","France","0","7715.191","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","Sri Langka","Japan","0","3158.212","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","Sri Langka","Singapore","0","1610.408","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","Myanmar","Australia","0","813.942","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","Myanmar","Canada","0","288.9315","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","Myanmar","United Kingdom","0","-131.4945","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","Myanmar","United States","0","2688.561","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","Myanmar","Malaysia","0","692.6535","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","Myanmar","France","0","110.007","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","Myanmar","Japan","0","288.873","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168","Libya","Qatar","0","0","0","0","721.8","0","0","0","0","0","0","0","0","0","0"
"169","Libya","Australia","0","0","0","0","1861.848","0","0","0","0","0","0","0","0","0","0"
"170","Libya","Canada","0","0","0","0","2363.4","0","0","0","0","0","0","0","0","0","0"
"171","Libya","Germany","0","0","0","0","1198.296","0","0","0","0","0","0","0","0","0","0"
"172","Libya","United Kingdom","0","0","0","0","4478.76","0","0","0","0","0","0","0","0","0","0"
"173","Libya","United States","0","0","0","0","35824.176","0","0","0","0","0","0","0","0","0","0"
"174","Libya","Sudan","0","0","0","0","10559.88","0","0","0","0","0","0","0","0","0","0"
"175","Libya","Turkey","0","0","0","0","2928.096","0","0","0","0","0","0","0","0","0","0"
"176","Iran, Islamic Rep.","United Arab Emirates","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75101.9472"
"177","Iran, Islamic Rep.","Qatar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3526.53"
"178","Iran, Islamic Rep.","Switzerland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3108.9324"
"179","Iran, Islamic Rep.","Australia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18525.9396"
"180","Iran, Islamic Rep.","Canada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58307.6088"
"181","Iran, Islamic Rep.","Germany","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102139.4808"
"182","Iran, Islamic Rep.","United Kingdom","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66052.098"
"183","Iran, Islamic Rep.","United States","0","0","0","0","0","0","0","0","0","0","0","0","0","0","313361.7816"
"184","Iran, Islamic Rep.","Iraq","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-9954.7224"
"185","Iran, Islamic Rep.","Kuwait","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4856.6448"
"186","Iran, Islamic Rep.","Lebanon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1968.6828"
"187","Iran, Islamic Rep.","Russia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8245.6416"
"188","Iran, Islamic Rep.","Saudi Arabia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3111.5196"
"189","Iran, Islamic Rep.","Turkey","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10742.466"
"190","Iran, Islamic Rep.","France","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19369.1904"
"191","Iran, Islamic Rep.","Japan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4214.784"
"192","Nepal","Afghanistan","0","4773.597","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","Nepal","Australia","0","1582.2555","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","Nepal","Canada","0","698.616","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","Nepal","United States","0","7787.355","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","Nepal","Malaysia","0","1752.1665","0","0","0","0","0","0","0","0","0","0","0","0","0"
"197","Nepal","Saudi Arabia","0","11870.4735","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","Nepal","Japan","0","2007.3585","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","Nepal","Singapore","0","489.2265","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","Morocco","United Arab Emirates","0","649.572","0","463.98","3433.452","0","0","0","0","1438.338","0","0","0","0","0"
"201","Morocco","Qatar","0","1418.06","0","1012.9","7495.46","0","0","0","0","3139.99","0","0","0","0","0"
"202","Morocco","Switzerland","0","1132.124","0","808.66","5984.084","0","0","0","0","2506.846","0","0","0","0","0"
"203","Morocco","Australia","0","290.57","0","207.55","1535.87","0","0","0","0","643.405","0","0","0","0","0"
"204","Morocco","Canada","0","5717.768","0","4084.12","30222.488","0","0","0","0","12660.772","0","0","0","0","0"
"205","Morocco","Germany","0","19087.712","0","13634.08","100892.192","0","0","0","0","42265.648","0","0","0","0","0"
"206","Morocco","United Kingdom","0","3545.29","0","2532.35","18739.39","0","0","0","0","7850.285","0","0","0","0","0"
"207","Morocco","United States","0","9367.988","0","6691.42","49516.508","0","0","0","0","20743.402","0","0","0","0","0"
"208","Morocco","Lebanon","0","905.758","0","646.97","4787.578","0","0","0","0","2005.607","0","0","0","0","0"
"209","Morocco","Saudi Arabia","0","4024.02","0","2874.3","21269.82","0","0","0","0","8910.33","0","0","0","0","0"
"210","Morocco","Sudan","0","716.982","0","512.13","3789.762","0","0","0","0","1587.603","0","0","0","0","0"
"211","Morocco","Turkey","0","705.516","0","503.94","3729.156","0","0","0","0","1562.214","0","0","0","0","0"
"212","Morocco","France","0","93538.816","0","66813.44","494419.456","0","0","0","0","207121.664","0","0","0","0","0"
"213","Mali","Germany","0","0","0","0","0","0","0","0","0","2119.458","0","0","0","0","0"
"214","Mali","United Kingdom","0","0","0","0","0","0","0","0","0","840.922","0","0","0","0","0"
"215","Mali","United States","0","0","0","0","0","0","0","0","0","353.481","0","0","0","0","0"
"216","Mali","Sudan","0","0","0","0","0","0","0","0","0","368.322","0","0","0","0","0"
"217","Mali","France","0","0","0","0","0","0","0","0","0","4753.642","0","0","0","0","0"
"218","Mexico","Switzerland","0","259.8189","0","1852.972","0","0","0","0","0","0","0","0","0","0","0"
"219","Mexico","Australia","0","245.3064","0","1749.472","0","0","0","0","0","0","0","0","0","0","0"
"220","Mexico","Canada","0","8209.9341","0","58551.468","0","0","0","0","0","0","0","0","0","0","0"
"221","Mexico","Germany","0","447.4236","0","3190.928","0","0","0","0","0","0","0","0","0","0","0"
"222","Mexico","United States","0","1834018.6323","0","13079822.804","0","0","0","0","0","0","0","0","0","0","0"
"223","Mexico","Malaysia","0","741.2985","0","5286.78","0","0","0","0","0","0","0","0","0","0","0"
"224","Mexico","Russia","0","3886.0992","0","27714.816","0","0","0","0","0","0","0","0","0","0","0"
"225","Mexico","France","0","831.3147","0","5928.756","0","0","0","0","0","0","0","0","0","0","0"
"226","Mexico","Japan","0","308.9163","0","2203.124","0","0","0","0","0","0","0","0","0","0","0"
"227","Mexico","Singapore","0","384.2007","0","2740.036","0","0","0","0","0","0","0","0","0","0","0"
"228","Nigeria","Switzerland","0","899.41908","0","0","0","0","0","0","0","0","655.9318","0","0","0","0"
"229","Nigeria","Australia","0","1455.54192","0","0","0","0","0","0","0","0","1061.5032","0","0","0","0"
"230","Nigeria","Canada","0","7074.32418","0","0","0","0","0","0","0","0","5159.1903","0","0","0","0"
"231","Nigeria","Germany","0","10970.54448","0","0","0","0","0","0","0","0","8000.6408","0","0","0","0"
"232","Nigeria","United Kingdom","0","79031.85108","0","0","0","0","0","0","0","0","57636.6518","0","0","0","0"
"233","Nigeria","United States","0","117652.51806","0","0","0","0","0","0","0","0","85802.0801","0","0","0","0"
"234","Nigeria","Saudi Arabia","0","11154.78084","0","0","0","0","0","0","0","0","8135.0014","0","0","0","0"
"235","Nigeria","Sudan","0","16158.17952","0","0","0","0","0","0","0","0","11783.8992","0","0","0","0"
"236","Nigeria","France","0","1995.87612","0","0","0","0","0","0","0","0","1455.5602","0","0","0","0"
"237","Nigeria","Japan","0","980.22918","0","0","0","0","0","0","0","0","714.8653","0","0","0","0"
"238","Romania","Qatar","0","2193.002","0","353.71","0","0","0","0","0","636.678","0","0","0","0","0"
"239","Romania","Switzerland","0","7281.931","0","1174.505","0","0","0","0","0","2114.109","0","0","0","0","0"
"240","Romania","Australia","0","5892.573","0","950.415","0","0","0","0","0","1710.747","0","0","0","0","0"
"241","Romania","Canada","0","21250.469","0","3427.495","0","0","0","0","0","6169.491","0","0","0","0","0"
"242","Romania","Germany","0","358451.45","0","57814.75","0","0","0","0","0","104066.55","0","0","0","0","0"
"243","Romania","United Kingdom","0","5522.495","0","890.725","0","0","0","0","0","1603.305","0","0","0","0","0"
"244","Romania","United States","0","48669.721","0","7849.955","0","0","0","0","0","14129.919","0","0","0","0","0"
"245","Romania","Lebanon","0","1333.062","0","215.01","0","0","0","0","0","387.018","0","0","0","0","0"
"246","Romania","Turkey","0","-8305.427","0","-1339.585","0","0","0","0","0","-2411.253","0","0","0","0","0"
"247","Romania","France","0","29647.439","0","4781.845","0","0","0","0","0","8607.32100000001","0","0","0","0","0"
"248","Romania","Japan","0","486.886","0","78.53","0","0","0","0","0","141.354","0","0","0","0","0"
"249","Egypt, Arab Rep.","United Arab Emirates","0","77881.545","0","0","206942.391","0","0","0","0","6675.561","0","0","0","0","0"
"250","Egypt, Arab Rep.","Qatar","0","29157.695","0","0","77476.161","0","0","0","0","2499.231","0","0","0","0","0"
"251","Egypt, Arab Rep.","Oman","0","22062.215","0","0","58622.457","0","0","0","0","1891.047","0","0","0","0","0"
"252","Egypt, Arab Rep.","Switzerland","0","730.695","0","0","1941.561","0","0","0","0","62.631","0","0","0","0","0"
"253","Egypt, Arab Rep.","Australia","0","17329.76","0","0","46047.648","0","0","0","0","1485.408","0","0","0","0","0"
"254","Egypt, Arab Rep.","Canada","0","21215.145","0","0","56371.671","0","0","0","0","1818.441","0","0","0","0","0"
"255","Egypt, Arab Rep.","Germany","0","7362.355","0","0","19562.829","0","0","0","0","631.059","0","0","0","0","0"
"256","Egypt, Arab Rep.","United Kingdom","0","12421.01","0","0","33004.398","0","0","0","0","1064.658","0","0","0","0","0"
"257","Egypt, Arab Rep.","United States","0","67363.975","0","0","178995.705","0","0","0","0","5774.055","0","0","0","0","0"
"258","Egypt, Arab Rep.","Iraq","0","3213.455","0","0","8538.609","0","0","0","0","275.439","0","0","0","0","0"
"259","Egypt, Arab Rep.","Jordan","0","64995.735","0","0","172702.953","0","0","0","0","5571.063","0","0","0","0","0"
"260","Egypt, Arab Rep.","Kuwait","0","80967.32","0","0","215141.736","0","0","0","0","6940.056","0","0","0","0","0"
"261","Egypt, Arab Rep.","Lebanon","0","18893.7","0","0","50203.26","0","0","0","0","1619.46","0","0","0","0","0"
"262","Egypt, Arab Rep.","Saudi Arabia","0","647470.74","0","0","1720422.252","0","0","0","0","55497.492","0","0","0","0","0"
"263","Egypt, Arab Rep.","Sudan","0","513.1","0","0","1363.38","0","0","0","0","43.98","0","0","0","0","0"
"264","Egypt, Arab Rep.","Turkey","0","451.605","0","0","1199.979","0","0","0","0","38.709","0","0","0","0","0"
"265","Egypt, Arab Rep.","France","0","6957.93","0","0","18488.214","0","0","0","0","596.394","0","0","0","0","0"
"266","Egypt, Arab Rep.","Japan","0","552.825","0","0","1468.935","0","0","0","0","47.385","0","0","0","0","0"
