Country Origin Name,Country Dest Name,1960 [1960],1970 [1970],1980 [1980],1990 [1990],2000 [2000],Include,L_Or,L_Des,,
Nepal,United Arab Emirates,0,8,87,162,278,FALSE,Nepali,Arabic,TRUE,FALSE
Nepal,Qatar,0,3,16,83,700,FALSE,Nepali,Arabic,TRUE,FALSE
Nepal,Oman,0,1,3,8,12,FALSE,Nepali,Arabic,TRUE,FALSE
Nepal,Switzerland,7,5,5,60,285,FALSE,Nepali,German,TRUE,FALSE
Nepal,Afghanistan,1346,1767,3375,3707,7169,TRUE,Nepali,Arabic,TRUE,TRUE
Nepal,Australia,10,17,185,392,2587,TRUE,Nepali,English,TRUE,TRUE
Nepal,Canada,12,153,300,225,1117,TRUE,Nepali,English,TRUE,TRUE
Nepal,Germany,9,11,17,186,664,FALSE,Nepali,German,TRUE,FALSE
Nepal,United Kingdom,9,2,22,0,43,FALSE,Nepali,English,TRUE,FALSE
Nepal,United States,75,59,1374,2521,12321,TRUE,Nepali,English,TRUE,TRUE
Nepal,Iraq,0,0,0,0,0,FALSE,Nepali,Arabic,TRUE,FALSE
Nepal,Jordan,0,0,2,6,179,FALSE,Nepali,Arabic,TRUE,FALSE
Nepal,Kuwait,8,14,14,983,929,FALSE,Nepali,Arabic,TRUE,FALSE
Nepal,Lebanon,0,0,1,50,468,FALSE,Nepali,Arabic,TRUE,FALSE
Nepal,Malaysia,8,334,1000,3213,1188,TRUE,Nepali,Malay,TRUE,TRUE
Nepal,Russian Federation,0,0,0,0,6,FALSE,Nepali,Russian,TRUE,FALSE
Nepal,Saudi Arabia,167,941,4799,12504,13526,TRUE,Nepali,Arabic,TRUE,TRUE
Nepal,Sudan,43,41,53,75,91,FALSE,Nepali,Arabic,TRUE,FALSE
Nepal,Turkey,0,0,0,0,11,FALSE,Nepali,Turkish,TRUE,FALSE
Nepal,France,71,7,4,2,121,FALSE,Nepali,French,TRUE,FALSE
Nepal,Japan,16,264,585,541,3261,TRUE,Nepali,Japanese,TRUE,TRUE
Nepal,Singapore,484,186,186,257,1065,TRUE,Nepali,English,TRUE,TRUE
Morocco,United Arab Emirates,3,80,876,1626,2794,TRUE,Arabic,Arabic,FALSE,FALSE
Morocco,Qatar,37,7656,11220,1086,7876,TRUE,Arabic,Arabic,FALSE,FALSE
Morocco,Oman,20,29,67,193,285,FALSE,Arabic,Arabic,FALSE,FALSE
Morocco,Switzerland,8176,2255,11409,8403,5950,TRUE,Arabic,German,TRUE,TRUE
Morocco,Afghanistan,4,19,11,21,34,FALSE,Arabic,Arabic,FALSE,FALSE
Morocco,Australia,111,303,885,958,1173,TRUE,Arabic,English,TRUE,TRUE
Morocco,Canada,584,3302,6145,15288,25307,TRUE,Arabic,English,TRUE,TRUE
Morocco,Germany,9431,11846,54042,50126,84619,TRUE,Arabic,German,TRUE,TRUE
Morocco,United Kingdom,4317,15743,5958,10364,20878,TRUE,Arabic,English,TRUE,TRUE
Morocco,United States,1257,1943,16363,24311,40177,TRUE,Arabic,English,TRUE,TRUE
Morocco,Iraq,576,465,403,465,99,FALSE,Arabic,Arabic,FALSE,FALSE
Morocco,Jordan,103,66,133,255,591,FALSE,Arabic,Arabic,FALSE,FALSE
Morocco,Kuwait,11,63,109,175,165,FALSE,Arabic,Arabic,FALSE,FALSE
Morocco,Lebanon,39,1433,759,650,5270,TRUE,Arabic,Arabic,FALSE,FALSE
Morocco,Malaysia,0,4,11,36,76,FALSE,Arabic,Malay,TRUE,FALSE
Morocco,Russian Federation,0,0,0,0,1,FALSE,Arabic,Russian,TRUE,FALSE
Morocco,Saudi Arabia,188,1060,5404,14078,15230,TRUE,Arabic,Arabic,FALSE,FALSE
Morocco,Sudan,7917,7553,9689,5486,6619,TRUE,Arabic,Arabic,FALSE,FALSE
Morocco,Turkey,2399,4364,5211,9424,524,TRUE,Arabic,Turkish,TRUE,TRUE
Morocco,France,155574,294994,540819,654248,262462,TRUE,Arabic,French,TRUE,TRUE
Morocco,Japan,0,3,8,64,183,FALSE,Arabic,Japanese,TRUE,FALSE
Morocco,Singapore,36,2,7,18,66,FALSE,Arabic,English,TRUE,FALSE
Georgia,United Arab Emirates,0,3,34,63,108,FALSE,Georgian,Arabic,TRUE,FALSE
Georgia,Qatar,46,401,1037,449,3390,FALSE,Georgian,Arabic,TRUE,FALSE
Georgia,Oman,0,0,1,3,5,FALSE,Georgian,Arabic,TRUE,FALSE
Georgia,Switzerland,137,34,95,94,426,FALSE,Georgian,German,TRUE,FALSE
Georgia,Afghanistan,0,0,0,0,0,FALSE,Georgian,Arabic,TRUE,FALSE
Georgia,Australia,283,638,309,1345,307,FALSE,Georgian,English,TRUE,FALSE
Georgia,Canada,1005,845,699,699,795,FALSE,Georgian,English,TRUE,FALSE
Georgia,Germany,3149,3320,3324,60148,75104,FALSE,Georgian,German,TRUE,FALSE
Georgia,United Kingdom,3324,2661,7927,4074,82,FALSE,Georgian,English,TRUE,FALSE
Georgia,United States,10882,8942,3823,4198,14757,FALSE,Georgian,English,TRUE,FALSE
Georgia,Iraq,1849,1141,676,411,6,FALSE,Georgian,Arabic,TRUE,FALSE
Georgia,Jordan,0,0,0,12,3,FALSE,Georgian,Arabic,TRUE,FALSE
Georgia,Kuwait,3,16,5,383,362,FALSE,Georgian,Arabic,TRUE,FALSE
Georgia,Lebanon,48,75,70,269,2269,FALSE,Georgian,Arabic,TRUE,FALSE
Georgia,Malaysia,0,0,0,0,0,FALSE,Georgian,Malay,TRUE,FALSE
Georgia,Russian Federation,0,223261,289412,423040,628973,FALSE,Georgian,Russian,TRUE,FALSE
Georgia,Saudi Arabia,1,6,30,79,85,FALSE,Georgian,Arabic,TRUE,FALSE
Georgia,Sudan,879,839,1076,366,441,FALSE,Georgian,Arabic,TRUE,FALSE
Georgia,Turkey,2402,2023,1470,1800,6473,FALSE,Georgian,Turkish,TRUE,FALSE
Georgia,France,9140,914,2012,264,15420,FALSE,Georgian,French,TRUE,FALSE
Georgia,Japan,0,0,0,5,7,FALSE,Georgian,Japanese,TRUE,FALSE
Georgia,Singapore,0,0,0,0,0,FALSE,Georgian,English,TRUE,FALSE
Mali,United Arab Emirates,0,0,0,0,0,FALSE,Malian,Arabic,TRUE,FALSE
Mali,Qatar,0,0,0,0,0,FALSE,Malian,Arabic,TRUE,FALSE
Mali,Oman,0,0,0,0,0,FALSE,Malian,Arabic,TRUE,FALSE
Mali,Switzerland,316,86,407,322,204,FALSE,Malian,German,TRUE,FALSE
Mali,Afghanistan,2,8,5,9,14,FALSE,Malian,Arabic,TRUE,FALSE
Mali,Australia,1,3,8,8,25,FALSE,Malian,English,TRUE,FALSE
Mali,Canada,15,87,162,52,840,FALSE,Malian,English,TRUE,FALSE
Mali,Germany,444,498,439,418,10493,TRUE,Malian,German,TRUE,TRUE
Mali,United Kingdom,108,395,795,59,4126,TRUE,Malian,English,TRUE,TRUE
Mali,United States,24,55,379,412,1459,TRUE,Malian,English,TRUE,TRUE
Mali,Iraq,0,0,0,0,0,FALSE,Malian,Arabic,TRUE,FALSE
Mali,Jordan,0,0,0,1,0,FALSE,Malian,Arabic,TRUE,FALSE
Mali,Kuwait,0,0,0,0,0,FALSE,Malian,Arabic,TRUE,FALSE
Mali,Lebanon,0,0,0,0,0,FALSE,Malian,Arabic,TRUE,FALSE
Mali,Malaysia,0,1,3,11,32,FALSE,Malian,Malay,TRUE,FALSE
Mali,Russian Federation,0,0,0,0,0,FALSE,Malian,Russian,TRUE,FALSE
Mali,Saudi Arabia,0,0,0,0,0,FALSE,Malian,Arabic,TRUE,FALSE
Mali,Sudan,759,724,928,1306,1576,TRUE,Malian,Arabic,TRUE,TRUE
Mali,Turkey,0,0,0,0,4,FALSE,Malian,Turkish,TRUE,FALSE
Mali,France,945,2265,23162,32647,1594,TRUE,Malian,French,TRUE,TRUE
Mali,Japan,0,0,1,9,25,FALSE,Malian,Japanese,TRUE,FALSE
Mali,Singapore,4,0,2,6,20,FALSE,Malian,English,TRUE,FALSE
Mexico,United Arab Emirates,0,0,10,19,33,FALSE,Spanish,Arabic,TRUE,FALSE
Mexico,Qatar,0,0,1,4,15,FALSE,Spanish,Arabic,TRUE,FALSE
Mexico,Oman,0,0,2,6,9,FALSE,Spanish,Arabic,TRUE,FALSE
Mexico,Switzerland,238,3,1159,416,1402,TRUE,Spanish,German,TRUE,TRUE
Mexico,Afghanistan,0,1,0,5,6,FALSE,Spanish,Arabic,TRUE,FALSE
Mexico,Australia,15,5,101,751,1141,TRUE,Spanish,English,TRUE,TRUE
Mexico,Canada,6068,64961,126413,15966,42939,TRUE,Spanish,English,TRUE,TRUE
Mexico,Germany,392,242,205,2400,1778,TRUE,Spanish,German,TRUE,TRUE
Mexico,United Kingdom,75,4,0,0,4,FALSE,Spanish,English,TRUE,FALSE
Mexico,United States,610787,936424,2408502,4662233,9367910,TRUE,Spanish,English,TRUE,TRUE
Mexico,Iraq,0,0,0,0,0,FALSE,Spanish,Arabic,TRUE,FALSE
Mexico,Jordan,18,7,3,11,11,FALSE,Spanish,Arabic,TRUE,FALSE
Mexico,Kuwait,0,0,1,17,16,FALSE,Spanish,Arabic,TRUE,FALSE
Mexico,Lebanon,0,0,0,2,10,FALSE,Spanish,Arabic,TRUE,FALSE
Mexico,Malaysia,3,124,371,1193,4064,TRUE,Spanish,Malay,TRUE,TRUE
Mexico,Russian Federation,0,0,0,0,25104,TRUE,Spanish,Russian,TRUE,TRUE
Mexico,Saudi Arabia,0,0,2,4,4,FALSE,Spanish,Arabic,TRUE,FALSE
Mexico,Sudan,110,105,135,333,402,FALSE,Spanish,Arabic,TRUE,FALSE
Mexico,Turkey,1,2,3,5,153,FALSE,Spanish,Turkish,TRUE,FALSE
Mexico,France,2325,232,2921,4403,3923,TRUE,Spanish,French,TRUE,TRUE
Mexico,Japan,2,31,69,722,1572,TRUE,Spanish,Japanese,TRUE,TRUE
Mexico,Singapore,108,69,229,600,2183,TRUE,Spanish,English,TRUE,TRUE
Nigeria,United Arab Emirates,0,23,250,463,796,FALSE,English,Arabic,TRUE,FALSE
Nigeria,Qatar,0,5,26,15,573,FALSE,English,Arabic,TRUE,FALSE
Nigeria,Oman,8,12,28,82,121,FALSE,English,Arabic,TRUE,FALSE
Nigeria,Switzerland,191,52,260,194,1389,TRUE,English,German,TRUE,TRUE
Nigeria,Afghanistan,7,43,26,10,68,FALSE,English,Arabic,TRUE,FALSE
Nigeria,Australia,89,243,710,927,1735,TRUE,English,English,FALSE,FALSE
Nigeria,Canada,1240,6964,12950,1909,10348,TRUE,English,English,FALSE,FALSE
Nigeria,Germany,358,1825,3865,2911,15492,TRUE,English,German,TRUE,TRUE
Nigeria,United Kingdom,15725,29796,32060,51154,106221,TRUE,English,English,FALSE,FALSE
Nigeria,United States,3141,5885,31976,69384,141571,TRUE,English,English,FALSE,FALSE
Nigeria,Iraq,0,0,0,0,0,FALSE,English,Arabic,TRUE,FALSE
Nigeria,Jordan,3,29,114,15,26,FALSE,English,Arabic,TRUE,FALSE
Nigeria,Kuwait,8,107,150,22,21,FALSE,English,Arabic,TRUE,FALSE
Nigeria,Lebanon,0,0,2,9,383,FALSE,English,Arabic,TRUE,FALSE
Nigeria,Malaysia,0,0,3,8,25,FALSE,English,Malay,TRUE,FALSE
Nigeria,Russian Federation,0,0,0,0,0,FALSE,English,Russian,TRUE,FALSE
Nigeria,Saudi Arabia,137,771,3931,10243,11081,TRUE,English,Arabic,TRUE,TRUE
Nigeria,Sudan,10660,10171,13047,18281,22055,TRUE,English,Arabic,TRUE,TRUE
Nigeria,Turkey,2,3,4,6,292,FALSE,English,Turkish,TRUE,FALSE
Nigeria,France,3892,9329,2152,1919,6567,TRUE,English,French,TRUE,TRUE
Nigeria,Japan,1,22,49,215,1404,TRUE,English,Japanese,TRUE,TRUE
Nigeria,Singapore,3,0,2,4,16,FALSE,English,English,FALSE,FALSE
Romania,United Arab Emirates,0,12,129,239,411,FALSE,Roman,Arabic,TRUE,FALSE
Romania,Qatar,692,7050,9986,908,5925,TRUE,Roman,Arabic,TRUE,TRUE
Romania,Oman,2,3,7,21,31,FALSE,Roman,Arabic,TRUE,FALSE
Romania,Switzerland,1382,337,2576,29152,3146,TRUE,Roman,German,TRUE,TRUE
Romania,Afghanistan,0,1,0,15,4,FALSE,Roman,Arabic,TRUE,FALSE
Romania,Australia,4221,5459,5652,10932,12700,TRUE,Roman,English,TRUE,TRUE
Romania,Canada,26271,22552,19193,29887,59644,TRUE,Roman,English,TRUE,TRUE
Romania,Germany,43692,46324,74251,1144848,324085,TRUE,Roman,German,TRUE,TRUE
Romania,United Kingdom,5317,24902,3481,4031,21684,TRUE,Roman,English,TRUE,TRUE
Romania,United States,88406,83757,69349,101256,140085,TRUE,Roman,English,TRUE,TRUE
Romania,Iraq,568,349,204,119,0,FALSE,Roman,Arabic,TRUE,FALSE
Romania,Jordan,13,47,173,193,268,FALSE,Roman,Arabic,TRUE,FALSE
Romania,Kuwait,10,54,6,71,67,FALSE,Roman,Arabic,TRUE,FALSE
Romania,Lebanon,722,1320,675,544,3965,TRUE,Roman,Arabic,TRUE,TRUE
Romania,Malaysia,0,6,17,56,127,FALSE,Roman,Malay,TRUE,FALSE
Romania,Russian Federation,0,0,0,0,10,FALSE,Roman,Russian,TRUE,FALSE
Romania,Saudi Arabia,3,18,93,244,263,FALSE,Roman,Arabic,TRUE,FALSE
Romania,Sudan,0,0,0,0,0,FALSE,Roman,Arabic,TRUE,FALSE
Romania,Turkey,62474,41103,19840,9324,20853,TRUE,Roman,Turkish,TRUE,TRUE
Romania,France,73476,26556,13143,15725,123957,TRUE,Roman,French,TRUE,TRUE
Romania,Japan,1,20,43,28,1291,TRUE,Roman,Japanese,TRUE,TRUE
Romania,Singapore,23,3,11,28,40,FALSE,Roman,English,TRUE,FALSE
"Egypt, Arab Rep.",United Arab Emirates,129,3850,42028,77983,133986,TRUE,Arabic,Arabic,FALSE,FALSE
"Egypt, Arab Rep.",Qatar,115,2405,8462,21596,56093,TRUE,Arabic,Arabic,FALSE,FALSE
"Egypt, Arab Rep.",Oman,2697,3880,9023,26169,38528,TRUE,Arabic,Arabic,FALSE,FALSE
"Egypt, Arab Rep.",Switzerland,343,94,470,349,1710,TRUE,Arabic,German,TRUE,TRUE
"Egypt, Arab Rep.",Afghanistan,1,5,3,5,9,FALSE,Arabic,Arabic,FALSE,FALSE
"Egypt, Arab Rep.",Australia,15552,25414,29551,32444,34132,TRUE,Arabic,English,TRUE,TRUE
"Egypt, Arab Rep.",Canada,1627,9164,17045,26011,35874,TRUE,Arabic,English,TRUE,TRUE
"Egypt, Arab Rep.",Germany,2111,5224,9577,7609,14208,TRUE,Arabic,German,TRUE,TRUE
"Egypt, Arab Rep.",United Kingdom,23283,2545,24031,25289,26975,TRUE,Arabic,English,TRUE,TRUE
"Egypt, Arab Rep.",United States,8884,30520,52431,79861,118619,TRUE,Arabic,English,TRUE,TRUE
"Egypt, Arab Rep.",Iraq,139,2930,5043,8787,2510,TRUE,Arabic,Arabic,FALSE,FALSE
"Egypt, Arab Rep.",Jordan,157,6406,25456,85785,102174,TRUE,Arabic,Arabic,FALSE,FALSE
"Egypt, Arab Rep.",Kuwait,1743,37212,111358,120896,114162,TRUE,Arabic,Arabic,FALSE,FALSE
"Egypt, Arab Rep.",Lebanon,121,450,572,12934,37538,TRUE,Arabic,Arabic,FALSE,FALSE
"Egypt, Arab Rep.",Malaysia,0,0,3,9,20,FALSE,Arabic,Malay,TRUE,FALSE
"Egypt, Arab Rep.",Russian Federation,0,0,0,0,3,FALSE,Arabic,Russian,TRUE,FALSE
"Egypt, Arab Rep.",Saudi Arabia,12110,68199,347779,906089,980205,TRUE,Arabic,Arabic,FALSE,FALSE
"Egypt, Arab Rep.",Sudan,2235,2132,2735,1558,1880,TRUE,Arabic,Arabic,FALSE,FALSE
"Egypt, Arab Rep.",Turkey,1350,1530,1454,2291,779,TRUE,Arabic,Turkish,TRUE,TRUE
"Egypt, Arab Rep.",France,3000,7189,18606,20919,5060,TRUE,Arabic,French,TRUE,TRUE
"Egypt, Arab Rep.",Japan,1,20,45,383,1091,TRUE,Arabic,Japanese,TRUE,TRUE
"Egypt, Arab Rep.",Singapore,9,0,2,5,17,FALSE,Arabic,English,TRUE,FALSE
